filename	label	dog_prototype	self_prototype
n02110806/n02110806_20237.JPEG	basenji	2.9840735312131745e-13	5.0190737926814734e-14
n02110806/n02110806_2027.JPEG	basenji	7.811102489514141e-18	7.820585834077649e-20
n02110806/n02110806_20324.JPEG	basenji	4.907902269450502e-13	1.713862521726905e-12
n02110806/n02110806_21825.JPEG	basenji	4.861035990989612e-16	9.255653593394458e-16
n02110806/n02110806_22256.JPEG	basenji	7.505157540122895e-17	6.148071180405324e-19
n02110806/n02110806_22651.JPEG	basenji	1.4230802427105715e-14	5.627508677781197e-15
n02110806/n02110806_23764.JPEG	basenji	2.0991246136121104e-16	2.9128744743890775e-17
n02110806/n02110806_23798.JPEG	basenji	8.091933931276651e-16	3.2027347661876005e-17
n02110806/n02110806_23923.JPEG	basenji	1.5531265588898203e-10	9.043314824437172e-11
n02110806/n02110806_23958.JPEG	basenji	1.205657880063473e-11	1.4877003948738888e-11
n02110806/n02110806_2403.JPEG	basenji	1.4712734913596572e-16	4.7248445704452924e-17
n02110806/n02110806_24319.JPEG	basenji	1.353149656110121e-15	1.1697508186572102e-15
n02110806/n02110806_24451.JPEG	basenji	1.8158621398681298e-12	5.399368341987399e-15
n02110806/n02110806_24547.JPEG	basenji	8.260508444305522e-15	2.287062732553436e-14
n02110806/n02110806_2504.JPEG	basenji	5.5601788579028954e-11	9.036060199157196e-11
n02110806/n02110806_2558.JPEG	basenji	1.0797102218946719e-11	1.4388108866337376e-12
n02110806/n02110806_25724.JPEG	basenji	2.969177072464944e-12	9.267312794292805e-13
n02110806/n02110806_25890.JPEG	basenji	2.9993361882759146e-14	3.5418243342984235e-14
n02110806/n02110806_2832.JPEG	basenji	4.204222543695354e-12	3.863696590589622e-12
n02110806/n02110806_2860.JPEG	basenji	3.467988970972984e-17	3.236230588528721e-17
n02110806/n02110806_2920.JPEG	basenji	6.0729852579914065e-15	2.852401848083359e-15
n02110806/n02110806_3007.JPEG	basenji	4.2229001445535556e-18	1.2859395386068961e-19
n02110806/n02110806_3067.JPEG	basenji	9.829432892261044e-14	8.928687976724393e-15
n02110806/n02110806_3189.JPEG	basenji	3.459730857179445e-17	9.157006966774717e-20
n02110806/n02110806_3302.JPEG	basenji	1.3178955243909607e-12	2.309843094270929e-14
n02110806/n02110806_3308.JPEG	basenji	8.529819444048919e-13	1.4636180412297735e-13
n02110806/n02110806_3352.JPEG	basenji	1.1392783194120896e-12	2.9799732549626044e-15
n02110806/n02110806_3502.JPEG	basenji	2.5668071657256274e-25	3.0884809976406525e-29
n02110806/n02110806_3919.JPEG	basenji	1.1757387454553787e-11	5.359840206287549e-14
n02110806/n02110806_3930.JPEG	basenji	2.941066419636282e-21	7.89432249196922e-26
n02110806/n02110806_3970.JPEG	basenji	5.678623283970967e-17	2.6615441099807404e-25
n02110806/n02110806_3978.JPEG	basenji	5.291685681346961e-15	4.90309656901104e-15
n02110806/n02110806_4004.JPEG	basenji	9.535097345239832e-13	5.574999645711783e-14
n02110806/n02110806_4058.JPEG	basenji	3.340144731214435e-12	5.103046776319485e-13
n02110806/n02110806_4145.JPEG	basenji	4.0986712498081275e-16	2.1616665316152294e-22
n02110806/n02110806_4185.JPEG	basenji	2.086091961203184e-15	6.047696788773844e-18
n02110806/n02110806_4199.JPEG	basenji	2.2828695700481998e-11	1.0671575600426817e-12
n02110806/n02110806_4209.JPEG	basenji	4.586245102759749e-16	4.769480893243586e-17
n02110806/n02110806_4280.JPEG	basenji	5.5249818824971984e-14	5.430567063396076e-14
n02110806/n02110806_4322.JPEG	basenji	1.3377278976294291e-14	4.821857600890919e-15
n02110806/n02110806_4327.JPEG	basenji	2.847107976923337e-14	3.1986829612235095e-14
n02110806/n02110806_4346.JPEG	basenji	2.7462304778869353e-14	2.3239769377684603e-14
n02110806/n02110806_4463.JPEG	basenji	1.2227929423751638e-16	1.333291257976517e-16
n02110806/n02110806_4478.JPEG	basenji	6.725071726521155e-12	3.2096014051734436e-12
n02110806/n02110806_4633.JPEG	basenji	2.769035695293902e-18	1.4146430539703616e-18
n02110806/n02110806_5257.JPEG	basenji	2.6246931593162907e-14	1.1485490599790181e-14
n02110806/n02110806_5328.JPEG	basenji	4.534707651141345e-20	1.1801274519840136e-21
n02110806/n02110806_5361.JPEG	basenji	8.282271507839456e-20	5.423949124207827e-21
n02110806/n02110806_5497.JPEG	basenji	1.0113877015225031e-14	4.857317337275925e-15
n02110806/n02110806_5510.JPEG	basenji	3.337478975296077e-15	4.0356323819883176e-16
n02110806/n02110806_5537.JPEG	basenji	4.882332082205819e-14	1.125681958671857e-14
n02110806/n02110806_5563.JPEG	basenji	7.433795371455813e-14	3.4069475554259584e-13
n02110806/n02110806_5610.JPEG	basenji	5.406683748232426e-12	1.839802853726079e-12
n02110806/n02110806_5642.JPEG	basenji	5.278038123808681e-14	5.505991611336287e-15
n02110806/n02110806_5692.JPEG	basenji	4.825001966925591e-15	2.548844882403766e-15
n02110806/n02110806_5726.JPEG	basenji	9.57363758590606e-16	2.4669143724121226e-15
n02110806/n02110806_5733.JPEG	basenji	5.856758306977594e-14	2.311361353569186e-13
n02110806/n02110806_6035.JPEG	basenji	9.342097186658284e-22	1.167505946095761e-24
n02110806/n02110806_617.JPEG	basenji	2.021633037994628e-12	3.988029264080241e-12
n02110806/n02110806_6352.JPEG	basenji	3.605853200122049e-16	1.841322833799286e-17
n02110806/n02110806_6503.JPEG	basenji	3.925572708887106e-14	2.960890685597854e-16
n02110806/n02110806_761.JPEG	basenji	6.645028037986767e-14	3.639759804728553e-14
n02110806/n02110806_839.JPEG	basenji	6.580584388499334e-17	5.72778595165211e-17
n02110806/n02110806_8672.JPEG	basenji	5.06076606066066e-12	2.685559249686254e-12
n02110806/n02110806_979.JPEG	basenji	2.9816004994101105e-11	1.0665682942474126e-11
n02110806/n02110806_992.JPEG	basenji	7.259170668247922e-15	5.857229739412133e-14
n02110341/n02110341_1034.JPEG	dalmatian	8.093763692087127e-18	2.201049760306484e-15
n02110341/n02110341_10534.JPEG	dalmatian	8.597064305535449e-20	3.3354879388100123e-20
n02110341/n02110341_10594.JPEG	dalmatian	2.26196226766655e-19	2.378577388159957e-15
n02110341/n02110341_1063.JPEG	dalmatian	3.0943781484018115e-17	4.513477134440029e-14
n02110341/n02110341_10671.JPEG	dalmatian	1.379846906126698e-16	1.3008370181739993e-14
n02110341/n02110341_10686.JPEG	dalmatian	7.415897179734881e-18	8.91808382527171e-20
n02110341/n02110341_1081.JPEG	dalmatian	1.3117876868819956e-18	1.113291700710109e-27
n02110341/n02110341_10849.JPEG	dalmatian	4.106884180088822e-16	1.868275141689306e-15
n02110341/n02110341_10857.JPEG	dalmatian	3.285813269467789e-16	1.2083418067039705e-13
n02110341/n02110341_10875.JPEG	dalmatian	2.9034382448228408e-15	1.5774556897700842e-13
n02110341/n02110341_11026.JPEG	dalmatian	1.2785722575296319e-17	4.333750538139867e-17
n02110341/n02110341_1104.JPEG	dalmatian	3.476918481409216e-15	1.1464584005304042e-13
n02110341/n02110341_11286.JPEG	dalmatian	1.10727974067837e-18	1.2692397629623093e-18
n02110341/n02110341_12065.JPEG	dalmatian	6.5967505141975724e-18	6.655147119308243e-21
n02110341/n02110341_1208.JPEG	dalmatian	9.205812949520002e-15	1.6316248139458323e-15
n02110341/n02110341_12271.JPEG	dalmatian	1.6828507071339742e-19	1.7676731138069813e-18
n02110341/n02110341_12281.JPEG	dalmatian	6.064881966717733e-16	5.658579966293923e-13
n02110341/n02110341_12321.JPEG	dalmatian	5.9826858885654e-13	2.486801032501593e-08
n02110341/n02110341_12427.JPEG	dalmatian	1.5155142363931074e-16	4.18676122024115e-13
n02110341/n02110341_1264.JPEG	dalmatian	1.8686874063680819e-16	6.666672970901871e-12
n02110341/n02110341_12743.JPEG	dalmatian	6.200740186252444e-17	3.580616816224803e-16
n02110341/n02110341_12760.JPEG	dalmatian	1.7461104685848236e-15	1.1802738749198503e-13
n02110341/n02110341_129.JPEG	dalmatian	6.167515881820294e-18	7.524328018733524e-14
n02110341/n02110341_12919.JPEG	dalmatian	6.620054955275226e-18	3.1203467116961755e-16
n02110341/n02110341_13806.JPEG	dalmatian	7.095861536410708e-17	6.632117365044707e-19
n02110341/n02110341_13998.JPEG	dalmatian	8.384522794106525e-15	1.68671552020712e-14
n02110341/n02110341_1431.JPEG	dalmatian	9.693486047568592e-23	6.819621722450155e-14
n02110341/n02110341_14852.JPEG	dalmatian	1.8079668231411528e-18	6.915659178387928e-15
n02110341/n02110341_149.JPEG	dalmatian	6.237206683406988e-15	1.9300067184516523e-14
n02110341/n02110341_15390.JPEG	dalmatian	1.7035240628258194e-27	2.5583989594825896e-30
n02110341/n02110341_15504.JPEG	dalmatian	1.7000097363030268e-18	8.842509933895174e-15
n02110341/n02110341_15566.JPEG	dalmatian	3.884654772824831e-17	7.527167893035926e-14
n02110341/n02110341_15606.JPEG	dalmatian	8.020063822892702e-17	2.161964319947248e-14
n02110341/n02110341_15874.JPEG	dalmatian	2.3817362860203363e-19	2.850110618385586e-15
n02110341/n02110341_16048.JPEG	dalmatian	7.023017951711886e-19	1.5707841481707103e-15
n02110341/n02110341_16122.JPEG	dalmatian	1.4328872810746487e-16	2.4837261385190325e-10
n02110341/n02110341_16588.JPEG	dalmatian	8.678682155660499e-16	1.7232754163951786e-12
n02110341/n02110341_1742.JPEG	dalmatian	4.9842852186206947e-14	2.592596302580151e-10
n02110341/n02110341_18541.JPEG	dalmatian	5.971993161699259e-17	4.731046350729469e-13
n02110341/n02110341_18790.JPEG	dalmatian	1.5515060132823353e-20	2.6547822499963773e-12
n02110341/n02110341_1972.JPEG	dalmatian	5.2224778161481856e-17	7.493122308079307e-13
n02110341/n02110341_1989.JPEG	dalmatian	1.7983027066550263e-14	5.866809629328641e-13
n02110341/n02110341_2147.JPEG	dalmatian	6.152555195158379e-17	2.336254527752035e-12
n02110341/n02110341_2313.JPEG	dalmatian	6.298659052078575e-19	7.759726127822181e-17
n02110341/n02110341_2969.JPEG	dalmatian	9.18681713559226e-14	1.1240378182441434e-16
n02110341/n02110341_3216.JPEG	dalmatian	3.46281311175809e-16	4.553302868500975e-16
n02110341/n02110341_3375.JPEG	dalmatian	1.7745621248701188e-22	1.0557222392516261e-19
n02110341/n02110341_35.JPEG	dalmatian	2.759199010618653e-19	5.2132448260377765e-16
n02110341/n02110341_3675.JPEG	dalmatian	9.91110115105631e-14	3.356132438574606e-10
n02110341/n02110341_3781.JPEG	dalmatian	4.397391979044321e-20	8.333189580259346e-16
n02110341/n02110341_3859.JPEG	dalmatian	9.061631529145519e-18	6.18867592201745e-14
n02110341/n02110341_4009.JPEG	dalmatian	1.1027622188070692e-16	3.0078313474323424e-14
n02110341/n02110341_4081.JPEG	dalmatian	8.307245154752829e-20	3.779835846629754e-19
n02110341/n02110341_4262.JPEG	dalmatian	3.546299283737992e-18	7.35083704372739e-17
n02110341/n02110341_4269.JPEG	dalmatian	1.9560802051628224e-19	3.320931664245652e-16
n02110341/n02110341_4421.JPEG	dalmatian	3.3891175611389136e-14	4.4552943339913366e-09
n02110341/n02110341_4761.JPEG	dalmatian	3.2926155502822693e-12	3.151786652160009e-11
n02110341/n02110341_4836.JPEG	dalmatian	5.203478763012063e-18	7.106666937315546e-11
n02110341/n02110341_5006.JPEG	dalmatian	9.451712190856839e-16	1.9145684860392894e-14
n02110341/n02110341_5154.JPEG	dalmatian	7.24764738778328e-17	2.826013287938112e-17
n02110341/n02110341_5253.JPEG	dalmatian	2.9881417307733394e-15	1.920600084254401e-15
n02110341/n02110341_5288.JPEG	dalmatian	2.550343631081246e-18	1.8842664580007114e-20
n02110341/n02110341_5529.JPEG	dalmatian	9.464685545288796e-19	1.961800017209019e-20
n02110341/n02110341_5733.JPEG	dalmatian	1.4858590502224586e-16	1.3344016454814237e-13
n02110341/n02110341_5747.JPEG	dalmatian	2.9739942885305645e-19	2.0926332479938124e-51
n02110341/n02110341_5923.JPEG	dalmatian	9.425428796544839e-16	1.6114838368153422e-13
n02110341/n02110341_5954.JPEG	dalmatian	3.624614323307859e-18	3.195046563482838e-13
n02110341/n02110341_5955.JPEG	dalmatian	4.26926986747111e-14	3.6792625762171745e-11
n02110341/n02110341_6005.JPEG	dalmatian	5.663102548956008e-13	2.727203578540308e-12
n02110341/n02110341_6129.JPEG	dalmatian	1.117794380542743e-20	6.319615895369061e-20
n02110341/n02110341_6149.JPEG	dalmatian	4.929739034598003e-16	8.2783218901475e-16
n02110341/n02110341_6156.JPEG	dalmatian	8.285709417564909e-13	3.586087156165291e-15
n02110341/n02110341_6611.JPEG	dalmatian	3.7565835479830933e-19	1.2289500936721767e-18
n02110341/n02110341_6670.JPEG	dalmatian	1.8573549599777638e-22	5.007418903187103e-16
n02110341/n02110341_6774.JPEG	dalmatian	2.688276059112177e-16	9.159313518904833e-12
n02110341/n02110341_6908.JPEG	dalmatian	4.8982875978474246e-17	1.5986085663081095e-12
n02110341/n02110341_703.JPEG	dalmatian	4.2010805515507824e-14	1.5515492336766497e-14
n02110341/n02110341_7136.JPEG	dalmatian	2.793472143171543e-13	3.980153879622879e-09
n02110341/n02110341_7168.JPEG	dalmatian	5.123458484835641e-16	1.9956917536462086e-14
n02110341/n02110341_7237.JPEG	dalmatian	1.4274025466621417e-14	7.086348035232069e-23
n02110341/n02110341_7390.JPEG	dalmatian	6.303212390708411e-21	6.7822678670672716e-18
n02110341/n02110341_7544.JPEG	dalmatian	6.547103084496692e-16	6.803663454458409e-13
n02110341/n02110341_7740.JPEG	dalmatian	4.050001297372293e-13	8.497587529356999e-13
n02110341/n02110341_7798.JPEG	dalmatian	5.720684941231972e-22	1.7972649939629666e-19
n02110341/n02110341_7856.JPEG	dalmatian	1.6329361071239178e-18	4.084782167563807e-16
n02110341/n02110341_8098.JPEG	dalmatian	6.053092998360662e-17	3.2145056875521864e-12
n02110341/n02110341_8190.JPEG	dalmatian	9.378712442400464e-19	4.375038511342359e-22
n02110341/n02110341_8191.JPEG	dalmatian	3.559634277901992e-15	1.1257587228479628e-18
n02110341/n02110341_8468.JPEG	dalmatian	3.7741427730264434e-21	2.1843869514218632e-17
n02110341/n02110341_8702.JPEG	dalmatian	5.844680605017901e-17	6.175148086986322e-11
n02110341/n02110341_8813.JPEG	dalmatian	1.6961492290109787e-16	4.799259291152645e-13
n02110341/n02110341_8874.JPEG	dalmatian	2.0260862700208017e-16	2.557780916980794e-15
n02110341/n02110341_9176.JPEG	dalmatian	3.082022877595194e-16	1.2141950216636653e-12
n02110341/n02110341_9372.JPEG	dalmatian	2.3889135652760814e-19	5.45424819484492e-19
n02110341/n02110341_9399.JPEG	dalmatian	3.564095547358974e-22	6.92540661606139e-16
n02110341/n02110341_9498.JPEG	dalmatian	8.92877810814797e-16	1.7873125252403684e-10
n02110341/n02110341_9631.JPEG	dalmatian	3.3430775143249495e-21	6.438204224853567e-21
n02110341/n02110341_9672.JPEG	dalmatian	6.350033826190217e-15	7.316997029452117e-12
n02110341/n02110341_9759.JPEG	dalmatian	2.707512791500072e-15	1.4415436793844385e-09
n02110341/n02110341_9813.JPEG	dalmatian	4.9161951942885395e-14	9.993867238295568e-13
n02111500/n02111500_1111.JPEG	Great_Pyrenees	2.1675316417095817e-13	1.6863419612363463e-13
n02111500/n02111500_1170.JPEG	Great_Pyrenees	1.2128405058463684e-13	3.5590075731046756e-15
n02111500/n02111500_1179.JPEG	Great_Pyrenees	2.2567459629457655e-16	9.589220907043672e-17
n02111500/n02111500_1314.JPEG	Great_Pyrenees	3.5212461339105783e-16	4.6662028418522775e-17
n02111500/n02111500_1500.JPEG	Great_Pyrenees	1.4414223134052464e-12	2.5182739713587487e-13
n02111500/n02111500_1590.JPEG	Great_Pyrenees	1.2863656201164084e-14	1.549112877878827e-16
n02111500/n02111500_160.JPEG	Great_Pyrenees	6.536890698008958e-11	4.5706917103570755e-12
n02111500/n02111500_1648.JPEG	Great_Pyrenees	7.787559285280098e-12	2.5046427099645315e-12
n02111500/n02111500_1782.JPEG	Great_Pyrenees	1.4602720540041713e-14	8.451352238583473e-16
n02111500/n02111500_1793.JPEG	Great_Pyrenees	3.689214402850612e-15	2.3976225086671937e-16
n02111500/n02111500_1909.JPEG	Great_Pyrenees	2.102445454196562e-16	5.164093360394268e-18
n02111500/n02111500_1990.JPEG	Great_Pyrenees	3.5101890674122523e-12	3.4071482733000936e-12
n02111500/n02111500_2045.JPEG	Great_Pyrenees	2.0598465194065635e-17	1.7772033431477179e-22
n02111500/n02111500_2081.JPEG	Great_Pyrenees	8.906164631612516e-18	9.480517144414952e-19
n02111500/n02111500_2173.JPEG	Great_Pyrenees	1.0461773556175053e-14	2.905937064408267e-15
n02111500/n02111500_222.JPEG	Great_Pyrenees	2.4870116939883263e-13	2.5004258592735608e-14
n02111500/n02111500_2260.JPEG	Great_Pyrenees	4.4536719647568065e-10	5.933045222113925e-12
n02111500/n02111500_2266.JPEG	Great_Pyrenees	5.340766293294511e-13	2.363497740753918e-13
n02111500/n02111500_2278.JPEG	Great_Pyrenees	2.7888207159907615e-13	7.028157319381075e-20
n02111500/n02111500_2390.JPEG	Great_Pyrenees	3.0766280173938465e-13	2.328427392228786e-13
n02111500/n02111500_2546.JPEG	Great_Pyrenees	4.394319795401157e-16	4.791016278130878e-16
n02111500/n02111500_2562.JPEG	Great_Pyrenees	5.1085227332865237e-14	7.431225749735717e-15
n02111500/n02111500_2668.JPEG	Great_Pyrenees	6.933415959633443e-16	3.2337669999063463e-18
n02111500/n02111500_2768.JPEG	Great_Pyrenees	9.334698924171227e-10	7.009905647809505e-12
n02111500/n02111500_2803.JPEG	Great_Pyrenees	6.589859722065575e-14	1.2993981100767358e-14
n02111500/n02111500_3052.JPEG	Great_Pyrenees	7.359845955804492e-16	1.6464080556805112e-17
n02111500/n02111500_3098.JPEG	Great_Pyrenees	2.886193199603927e-14	3.22737628964941e-15
n02111500/n02111500_3177.JPEG	Great_Pyrenees	1.2644851834466864e-14	3.1980854982893454e-14
n02111500/n02111500_3248.JPEG	Great_Pyrenees	1.265225613752712e-16	1.4949858699520987e-17
n02111500/n02111500_3306.JPEG	Great_Pyrenees	1.2667511633275177e-13	1.6251499873772427e-13
n02111500/n02111500_334.JPEG	Great_Pyrenees	5.6079091380769505e-21	2.2000089563950807e-22
n02111500/n02111500_3384.JPEG	Great_Pyrenees	1.1541862519727156e-14	7.979171125500873e-15
n02111500/n02111500_3421.JPEG	Great_Pyrenees	2.924782968676659e-11	7.891327892844392e-12
n02111500/n02111500_3536.JPEG	Great_Pyrenees	8.384725737279548e-13	1.2123400618863025e-14
n02111500/n02111500_3596.JPEG	Great_Pyrenees	3.86141631345159e-15	1.2752943141800004e-16
n02111500/n02111500_3694.JPEG	Great_Pyrenees	1.60795551487521e-17	7.582686481685175e-18
n02111500/n02111500_3746.JPEG	Great_Pyrenees	7.603358561005158e-18	1.974532760812619e-18
n02111500/n02111500_3785.JPEG	Great_Pyrenees	6.367301294720799e-17	7.11557538443685e-18
n02111500/n02111500_4018.JPEG	Great_Pyrenees	1.863683595339828e-11	3.970574693997017e-11
n02111500/n02111500_4075.JPEG	Great_Pyrenees	1.346395890207887e-20	1.2482894603776853e-21
n02111500/n02111500_4104.JPEG	Great_Pyrenees	2.1737703627229383e-11	3.4360809069729057e-12
n02111500/n02111500_4296.JPEG	Great_Pyrenees	9.183322346109729e-15	1.97534140465014e-15
n02111500/n02111500_4412.JPEG	Great_Pyrenees	1.1795888031781259e-15	3.868497053664932e-18
n02111500/n02111500_4449.JPEG	Great_Pyrenees	1.651407177792394e-14	4.4672378757517984e-17
n02111500/n02111500_4453.JPEG	Great_Pyrenees	3.039726448924063e-10	8.609228143093335e-11
n02111500/n02111500_4666.JPEG	Great_Pyrenees	1.0871588951238256e-14	3.279532748662199e-18
n02111500/n02111500_474.JPEG	Great_Pyrenees	3.5886947877954086e-14	1.8222688308828782e-14
n02111500/n02111500_4975.JPEG	Great_Pyrenees	7.327381112260355e-13	5.4328866682870636e-14
n02111500/n02111500_503.JPEG	Great_Pyrenees	7.90475909855455e-12	6.339222295533679e-12
n02111500/n02111500_5054.JPEG	Great_Pyrenees	6.753839918606448e-14	3.1580122951438715e-15
n02111500/n02111500_5059.JPEG	Great_Pyrenees	1.5693471761495047e-11	1.8354736536285564e-11
n02111500/n02111500_5138.JPEG	Great_Pyrenees	9.659914788587894e-15	5.6948561899058695e-15
n02111500/n02111500_5276.JPEG	Great_Pyrenees	4.27397150862512e-15	3.495331919819383e-15
n02111500/n02111500_5301.JPEG	Great_Pyrenees	9.244466923407855e-15	9.40114614665459e-16
n02111500/n02111500_533.JPEG	Great_Pyrenees	1.5140084186674575e-11	4.721754182595506e-12
n02111500/n02111500_5588.JPEG	Great_Pyrenees	2.811829550279131e-13	2.7005577123369006e-13
n02111500/n02111500_5710.JPEG	Great_Pyrenees	5.16528253137967e-14	2.1124145270002748e-13
n02111500/n02111500_5863.JPEG	Great_Pyrenees	1.3197753401928352e-12	2.2432019486396327e-12
n02111500/n02111500_6021.JPEG	Great_Pyrenees	2.6019070423835807e-14	4.506008200327507e-15
n02111500/n02111500_6052.JPEG	Great_Pyrenees	8.432802189155381e-20	1.3513662675991143e-19
n02111500/n02111500_6069.JPEG	Great_Pyrenees	2.8387707526054115e-11	4.5772445935957514e-12
n02111500/n02111500_6108.JPEG	Great_Pyrenees	1.2460298459696498e-11	5.950198647955296e-13
n02111500/n02111500_6111.JPEG	Great_Pyrenees	1.919112288397172e-12	4.190365149774852e-12
n02111500/n02111500_6117.JPEG	Great_Pyrenees	1.935010331800449e-11	4.913804063409942e-12
n02111500/n02111500_616.JPEG	Great_Pyrenees	5.568976853246965e-14	4.225534543709589e-14
n02111500/n02111500_6275.JPEG	Great_Pyrenees	5.551679393008476e-14	4.711423938371518e-15
n02111500/n02111500_6422.JPEG	Great_Pyrenees	2.126623983912678e-16	1.692533991086688e-19
n02111500/n02111500_6625.JPEG	Great_Pyrenees	8.257694415965029e-11	7.060694055583047e-11
n02111500/n02111500_6628.JPEG	Great_Pyrenees	4.165348321220037e-15	3.1036804624407344e-14
n02111500/n02111500_673.JPEG	Great_Pyrenees	7.642596724669146e-18	8.966023586748632e-20
n02111500/n02111500_6760.JPEG	Great_Pyrenees	3.5207836353374373e-15	5.597024510685912e-16
n02111500/n02111500_6770.JPEG	Great_Pyrenees	3.211476044161832e-16	6.218438670110843e-17
n02111500/n02111500_6838.JPEG	Great_Pyrenees	3.215606331895299e-13	5.02816333886393e-15
n02111500/n02111500_7135.JPEG	Great_Pyrenees	1.9529060882029022e-15	1.5611647789883686e-15
n02111500/n02111500_7153.JPEG	Great_Pyrenees	3.181672856068157e-12	9.191148542172306e-13
n02111500/n02111500_7473.JPEG	Great_Pyrenees	5.267571840256673e-15	1.5223246956571568e-18
n02111500/n02111500_7613.JPEG	Great_Pyrenees	7.41601903478347e-15	3.2508772804325732e-15
n02111500/n02111500_7983.JPEG	Great_Pyrenees	6.578318135999029e-15	9.339160609691467e-16
n02111500/n02111500_8079.JPEG	Great_Pyrenees	6.559702658219427e-14	1.884782959369805e-13
n02111500/n02111500_8103.JPEG	Great_Pyrenees	7.765630697283405e-12	1.560091473402838e-12
n02111500/n02111500_8114.JPEG	Great_Pyrenees	3.2928945011136244e-15	3.1387784909708453e-16
n02111500/n02111500_8125.JPEG	Great_Pyrenees	4.951677914687267e-13	2.534743823618799e-13
n02111500/n02111500_8418.JPEG	Great_Pyrenees	4.6520615342173184e-11	1.2200698945426814e-11
n02111500/n02111500_8493.JPEG	Great_Pyrenees	1.6558592094832288e-10	2.3979476499356243e-11
n02111500/n02111500_8499.JPEG	Great_Pyrenees	2.670289278750033e-13	4.133460226636358e-16
n02111500/n02111500_8628.JPEG	Great_Pyrenees	6.118458156321975e-16	7.618923757238133e-16
n02111500/n02111500_865.JPEG	Great_Pyrenees	1.6669622901926624e-14	8.524260279948089e-14
n02111500/n02111500_8708.JPEG	Great_Pyrenees	3.0549986032547843e-11	7.547505463219973e-12
n02111500/n02111500_8963.JPEG	Great_Pyrenees	1.484699822720565e-13	6.096441821221937e-18
n02111500/n02111500_9109.JPEG	Great_Pyrenees	1.0770378211425233e-15	3.743723634283827e-18
n02111500/n02111500_911.JPEG	Great_Pyrenees	1.413335483569967e-13	7.926222114456082e-16
n02111500/n02111500_9162.JPEG	Great_Pyrenees	8.466592828888289e-14	8.249300689907629e-16
n02111500/n02111500_9315.JPEG	Great_Pyrenees	4.0859334560016744e-16	4.616728677077378e-16
n02111500/n02111500_9319.JPEG	Great_Pyrenees	1.3754226064317236e-12	8.753932574944645e-13
n02111500/n02111500_932.JPEG	Great_Pyrenees	2.982651877795169e-17	7.456976006776238e-19
