filename	label	bop_prototypicality	self_prototypicality
n01616318/n01616318_312.JPEG	vulture	9.378228878868306e-12	9.050738708231116e-12
n01616318/n01616318_34772.JPEG	vulture	5.640361762346399e-19	2.872337955004698e-17
n01616318/n01616318_3767.JPEG	vulture	5.924863552616621e-10	1.6817573275806964e-09
n01616318/n01616318_3776.JPEG	vulture	4.642560809465294e-16	4.3248228632349715e-17
n01616318/n01616318_378.JPEG	vulture	7.496312309306314e-15	2.0197579973980936e-15
n01616318/n01616318_3879.JPEG	vulture	6.894080554787838e-16	5.603115014237827e-17
n01616318/n01616318_3963.JPEG	vulture	8.461594867660892e-13	1.1490956959971647e-12
n01616318/n01616318_4012.JPEG	vulture	7.268895114111193e-10	7.496073965912721e-10
n01616318/n01616318_4104.JPEG	vulture	1.1763383798363554e-13	1.4307019611870203e-14
n01616318/n01616318_415.JPEG	vulture	3.743446368217173e-20	4.076852009227427e-21
n01616318/n01616318_4261.JPEG	vulture	6.507692995769647e-14	2.333642031451462e-14
n01616318/n01616318_4329.JPEG	vulture	1.2979218691687527e-14	4.37939274267444e-15
n01616318/n01616318_4345.JPEG	vulture	1.0176732709543799e-16	3.011576142168432e-17
n01616318/n01616318_436.JPEG	vulture	3.0813932153439364e-13	8.568145614342261e-14
n01616318/n01616318_44278.JPEG	vulture	8.62644660228894e-11	6.64734740727398e-11
n01616318/n01616318_45456.JPEG	vulture	1.7814914189109792e-14	6.911366585855167e-14
n01616318/n01616318_4584.JPEG	vulture	5.029644340276304e-16	4.4228647135942815e-16
n01616318/n01616318_49534.JPEG	vulture	6.039405192455204e-14	2.2313610724000527e-14
n01616318/n01616318_4969.JPEG	vulture	1.0526377938322894e-14	5.883097479998461e-15
n01616318/n01616318_5151.JPEG	vulture	6.088814766639195e-16	1.116331315011139e-16
n01616318/n01616318_5310.JPEG	vulture	4.451860689735293e-12	3.803264912390653e-12
n01616318/n01616318_5759.JPEG	vulture	1.404950388771144e-08	9.155363397396968e-09
n01616318/n01616318_5764.JPEG	vulture	1.368729314413957e-14	1.978131224040652e-15
n01616318/n01616318_5922.JPEG	vulture	6.528642871193716e-13	4.5413443348405246e-13
n01616318/n01616318_5976.JPEG	vulture	1.429480115877466e-15	1.6450806305442452e-16
n01616318/n01616318_6006.JPEG	vulture	3.082912703768777e-16	1.2734104778886319e-16
n01616318/n01616318_603.JPEG	vulture	4.8419898080817186e-11	3.5476786545983054e-11
n01616318/n01616318_6121.JPEG	vulture	4.699414578194611e-12	1.853645695775093e-12
n01616318/n01616318_6655.JPEG	vulture	3.6553233769500673e-16	1.3907394569460471e-16
n01616318/n01616318_6701.JPEG	vulture	1.1255719273430709e-13	2.835738937704816e-13
n01616318/n01616318_7556.JPEG	vulture	1.6806721129903406e-16	7.019045902315581e-16
n01616318/n01616318_774.JPEG	vulture	9.156000420445483e-11	1.4111336350171736e-11
n01616318/n01616318_7806.JPEG	vulture	7.397869631356178e-16	1.1213716388361028e-17
n01616318/n01616318_7909.JPEG	vulture	5.138231348833022e-14	9.117177173520825e-15
n01616318/n01616318_8013.JPEG	vulture	8.202838541344005e-15	2.7219873252293266e-15
n01616318/n01616318_802.JPEG	vulture	2.8978104188312604e-17	5.595202237235667e-17
n01616318/n01616318_8027.JPEG	vulture	5.23546985405697e-15	4.367594349695162e-16
n01616318/n01616318_8070.JPEG	vulture	2.753933076012499e-12	3.6015138644060865e-12
n01616318/n01616318_8322.JPEG	vulture	5.510690031566922e-15	1.0107730613331529e-16
n01616318/n01616318_8504.JPEG	vulture	6.903741031932133e-19	2.918864473094687e-19
n01616318/n01616318_8576.JPEG	vulture	2.5829719753103575e-16	3.451296106997919e-17
n01616318/n01616318_8726.JPEG	vulture	3.158723411500061e-14	4.494244813107167e-15
n01616318/n01616318_8757.JPEG	vulture	4.761528629773746e-19	2.777966250123371e-18
n01616318/n01616318_9528.JPEG	vulture	7.111059250419798e-17	4.281480373630057e-17
n01616318/n01616318_9817.JPEG	vulture	2.435263312190763e-19	4.0233395132189805e-19
n01616318/n01616318_9958.JPEG	vulture	1.3757075512511469e-10	1.993109505967294e-10
n01614925/n01614925_11855.JPEG	bald_eagle	6.019085225298653e-21	2.6911089158922076e-22
n01614925/n01614925_11859.JPEG	bald_eagle	3.775821714024325e-15	8.580392798345617e-16
n01614925/n01614925_1243.JPEG	bald_eagle	6.008650620133471e-19	1.8839577017313737e-15
n01614925/n01614925_1305.JPEG	bald_eagle	5.017550983793707e-17	3.7467899850535305e-18
n01614925/n01614925_1309.JPEG	bald_eagle	9.366818964983517e-12	9.34367133072195e-13
n01614925/n01614925_13380.JPEG	bald_eagle	5.7120683572613e-14	1.8652870629590765e-14
n01614925/n01614925_1378.JPEG	bald_eagle	1.846105835740171e-14	1.018121409679265e-14
n01614925/n01614925_14236.JPEG	bald_eagle	2.8931725781515775e-13	6.551110677690814e-14
n01614925/n01614925_1467.JPEG	bald_eagle	4.3415978215838084e-15	1.3002769523033305e-15
n01614925/n01614925_14771.JPEG	bald_eagle	9.426772125906729e-12	7.16196148965744e-12
n01614925/n01614925_15009.JPEG	bald_eagle	3.076579355339327e-11	5.991069661641931e-12
n01614925/n01614925_1556.JPEG	bald_eagle	1.5397803560200362e-21	1.1826301030999338e-22
n01614925/n01614925_1620.JPEG	bald_eagle	6.631958007222471e-20	1.6074601781857574e-19
n01614925/n01614925_16319.JPEG	bald_eagle	2.7115776310258352e-14	4.379078958321898e-15
n01614925/n01614925_16390.JPEG	bald_eagle	4.909057256408966e-13	1.2023355329661404e-13
n01614925/n01614925_16554.JPEG	bald_eagle	9.974004424978642e-22	3.048970965020954e-18
n01614925/n01614925_16804.JPEG	bald_eagle	3.434046945012923e-13	1.5723721037063986e-14
n01614925/n01614925_1785.JPEG	bald_eagle	9.865877501441838e-16	2.795251676522239e-16
n01614925/n01614925_1819.JPEG	bald_eagle	1.628979347481186e-16	1.328875137001325e-17
n01614925/n01614925_18263.JPEG	bald_eagle	1.1745819917978642e-15	8.288056538873186e-17
n01614925/n01614925_18768.JPEG	bald_eagle	8.310296091725967e-12	9.552883504996272e-12
n01614925/n01614925_1962.JPEG	bald_eagle	3.050609907886274e-17	4.0965759713346155e-18
n01614925/n01614925_20000.JPEG	bald_eagle	9.116839215677857e-17	2.7688599794217916e-17
n01614925/n01614925_2021.JPEG	bald_eagle	2.3438342335992775e-13	1.6185488250236213e-13
n01614925/n01614925_20270.JPEG	bald_eagle	1.2098101376212805e-14	1.1146399526348334e-15
n01614925/n01614925_20311.JPEG	bald_eagle	5.582567919761209e-20	6.530778768447616e-21
n01614925/n01614925_20523.JPEG	bald_eagle	1.9741656302365024e-15	6.490313417821711e-17
n01614925/n01614925_20947.JPEG	bald_eagle	9.907990012152369e-22	7.185179574530625e-24
n01614925/n01614925_2100.JPEG	bald_eagle	1.4098168554907347e-10	2.406653775944636e-10
n01614925/n01614925_2183.JPEG	bald_eagle	1.5206403849716274e-13	2.644971077904295e-14
n01614925/n01614925_21963.JPEG	bald_eagle	1.1629051941772438e-13	1.2699935021571986e-14
n01614925/n01614925_2197.JPEG	bald_eagle	2.926625004494186e-13	1.4853314798590533e-14
n01614925/n01614925_2426.JPEG	bald_eagle	5.630682763983148e-13	9.606484585737652e-14
n01614925/n01614925_2660.JPEG	bald_eagle	3.45399767617796e-12	5.004451508793412e-13
n01614925/n01614925_2749.JPEG	bald_eagle	5.3920040583333124e-24	1.6797725035331476e-26
n01614925/n01614925_27543.JPEG	bald_eagle	2.307641256309083e-10	3.00745646935092e-10
n01614925/n01614925_27568.JPEG	bald_eagle	6.580992896927232e-13	8.999680908073597e-13
n01614925/n01614925_27858.JPEG	bald_eagle	1.0177250373047967e-15	5.4303375822752636e-17
n01614925/n01614925_2843.JPEG	bald_eagle	6.215810422001422e-12	1.7207221200843536e-12
n01614925/n01614925_2911.JPEG	bald_eagle	1.2265163722314248e-10	1.1677004725300258e-11
n01614925/n01614925_29364.JPEG	bald_eagle	3.858164310616075e-09	1.8824498071648997e-09
n01614925/n01614925_29791.JPEG	bald_eagle	4.045948513183126e-14	1.3862979094304068e-14
n01614925/n01614925_2980.JPEG	bald_eagle	1.098339493203523e-10	1.2212771767467592e-11
n01614925/n01614925_30262.JPEG	bald_eagle	3.4181938871124387e-15	2.1302872382079307e-15
n01614925/n01614925_31566.JPEG	bald_eagle	4.951035718549496e-10	1.5991741966719863e-10
n01614925/n01614925_3229.JPEG	bald_eagle	2.2151853713357383e-16	1.9616318190662162e-18
n01614925/n01614925_3248.JPEG	bald_eagle	1.3268867041140159e-18	5.1017511409478806e-20
n01614925/n01614925_3300.JPEG	bald_eagle	1.3149122166516065e-13	9.719470952475612e-14
n01614925/n01614925_3323.JPEG	bald_eagle	9.282326282688142e-16	1.3293820693713656e-15
n01614925/n01614925_3496.JPEG	bald_eagle	5.401379456561311e-13	4.044833861765643e-14
n01614925/n01614925_3506.JPEG	bald_eagle	2.872213952196056e-10	7.620308944192345e-11
n01614925/n01614925_3514.JPEG	bald_eagle	3.285569343871909e-15	2.6671542469968957e-15
n01614925/n01614925_3595.JPEG	bald_eagle	4.398089389822291e-13	6.439177573490318e-14
n01614925/n01614925_3628.JPEG	bald_eagle	1.8614505727330236e-16	1.3208646219511763e-17
n01614925/n01614925_3677.JPEG	bald_eagle	5.558446240780302e-16	2.0063612060824255e-15
n01614925/n01614925_3738.JPEG	bald_eagle	3.1199890108952173e-13	1.9192732455208972e-13
n01614925/n01614925_3752.JPEG	bald_eagle	2.920862022836657e-15	3.4646326700180112e-15
n01614925/n01614925_3925.JPEG	bald_eagle	5.545812530095436e-19	1.9145416121199977e-15
n01614925/n01614925_40439.JPEG	bald_eagle	3.5429326253437e-19	8.445124667117302e-21
n01614925/n01614925_40686.JPEG	bald_eagle	4.3290190442687095e-17	8.507499647961002e-17
n01614925/n01614925_42493.JPEG	bald_eagle	9.686096352691328e-16	3.753648412819108e-16
n01614925/n01614925_4275.JPEG	bald_eagle	1.2156031330009972e-17	4.415836083346581e-19
n01614925/n01614925_43843.JPEG	bald_eagle	2.937353974331877e-08	1.9030028187309674e-08
n01614925/n01614925_4461.JPEG	bald_eagle	2.368160804060448e-13	5.252392684441304e-14
n01614925/n01614925_45148.JPEG	bald_eagle	2.781690659873378e-16	2.4959514121545586e-17
n01614925/n01614925_45599.JPEG	bald_eagle	5.201396731338972e-16	2.1331846093701368e-16
n01614925/n01614925_4827.JPEG	bald_eagle	4.232117047429925e-14	1.4221399549842933e-15
n01614925/n01614925_489.JPEG	bald_eagle	6.894674355054295e-18	2.104994757830411e-18
n01614925/n01614925_50596.JPEG	bald_eagle	3.693105018822184e-17	2.1057608906255494e-17
n01614925/n01614925_5066.JPEG	bald_eagle	1.0171093928673204e-15	6.884644608840362e-17
n01614925/n01614925_50756.JPEG	bald_eagle	6.85475027693603e-14	1.3994205518017768e-14
n01614925/n01614925_5191.JPEG	bald_eagle	9.472067585627628e-11	2.309803996843402e-11
n01614925/n01614925_5390.JPEG	bald_eagle	9.883848236551738e-16	2.192586368292446e-16
n01614925/n01614925_5501.JPEG	bald_eagle	1.5019432447033673e-18	5.152663921165562e-16
n01614925/n01614925_558.JPEG	bald_eagle	1.286850344178231e-20	4.4351252874578584e-21
n01614925/n01614925_5602.JPEG	bald_eagle	5.21056014946421e-12	3.52545772614477e-13
n01614925/n01614925_5960.JPEG	bald_eagle	5.352746122261942e-13	7.430719750208518e-13
n01614925/n01614925_6144.JPEG	bald_eagle	2.0559400219322024e-13	8.85339881114655e-14
n01614925/n01614925_619.JPEG	bald_eagle	4.288910947816318e-13	5.844214451947528e-14
n01614925/n01614925_6255.JPEG	bald_eagle	2.654546303764007e-13	5.791546963926979e-15
n01614925/n01614925_6323.JPEG	bald_eagle	7.602158668919339e-13	1.3539289231499138e-13
n01614925/n01614925_6353.JPEG	bald_eagle	7.196317540098218e-18	1.468327478056703e-18
n01614925/n01614925_6403.JPEG	bald_eagle	1.4249184039706065e-15	1.0339422362588996e-17
n01614925/n01614925_6459.JPEG	bald_eagle	1.0279717535894902e-14	7.964754884746678e-15
n01614925/n01614925_6523.JPEG	bald_eagle	5.450213332417678e-11	6.703552688076691e-11
n01614925/n01614925_7120.JPEG	bald_eagle	1.434151309358153e-13	4.413621763024468e-14
n01614925/n01614925_7412.JPEG	bald_eagle	3.745594431938501e-15	8.45494901325982e-17
n01614925/n01614925_7750.JPEG	bald_eagle	6.90594491600607e-11	4.11765311657442e-11
n01614925/n01614925_7947.JPEG	bald_eagle	1.279468116517399e-12	5.627505667990235e-13
n01614925/n01614925_8073.JPEG	bald_eagle	2.5356695553124463e-12	6.66265483626136e-13
n01614925/n01614925_8534.JPEG	bald_eagle	1.0627681742570714e-11	3.604026148647993e-12
n01614925/n01614925_8599.JPEG	bald_eagle	2.0892883908353925e-13	2.1716605250162854e-14
n01614925/n01614925_8979.JPEG	bald_eagle	9.715571043482951e-14	1.0451454812379476e-15
n01614925/n01614925_9157.JPEG	bald_eagle	7.106832459752047e-20	2.8908571107975317e-21
n01614925/n01614925_9386.JPEG	bald_eagle	8.125374983686552e-14	2.0077800501672847e-15
n01614925/n01614925_9438.JPEG	bald_eagle	8.059829242582681e-21	2.471286742663375e-24
n01614925/n01614925_9474.JPEG	bald_eagle	3.801488816666222e-18	5.703001955111419e-19
n01614925/n01614925_9689.JPEG	bald_eagle	1.5616742508727836e-10	4.1528644468403575e-11
n01614925/n01614925_9700.JPEG	bald_eagle	1.364073856898797e-16	3.946756481603015e-18
n01614925/n01614925_9920.JPEG	bald_eagle	6.542463768913559e-20	1.9308049723532063e-18
n01608432/n01608432_10016.JPEG	kite	8.433601594004997e-14	4.3626791868952896e-14
n01608432/n01608432_10056.JPEG	kite	2.3200894931111038e-14	2.9884382101263306e-15
n01608432/n01608432_10377.JPEG	kite	9.323717639193886e-16	1.5665372431065419e-15
n01608432/n01608432_10618.JPEG	kite	5.85267485253533e-14	7.107879385539012e-14
n01608432/n01608432_10926.JPEG	kite	1.824784300831079e-20	3.366217373392628e-22
n01608432/n01608432_12267.JPEG	kite	1.4079673912061608e-14	6.7790159796685e-15
n01608432/n01608432_12414.JPEG	kite	1.3278152459521153e-12	7.520525748007506e-12
n01608432/n01608432_12463.JPEG	kite	1.1375181529816413e-11	2.6627860168546793e-12
n01608432/n01608432_12585.JPEG	kite	7.207531889571105e-18	1.6546358710618167e-17
n01608432/n01608432_12672.JPEG	kite	5.9113732188980574e-15	2.973019350410047e-15
n01608432/n01608432_13094.JPEG	kite	3.2282101710828173e-28	2.4602090525346083e-28
n01608432/n01608432_13592.JPEG	kite	1.6348424486048043e-13	4.5349833743204026e-13
n01608432/n01608432_13642.JPEG	kite	3.8208703504057705e-18	5.291582198865486e-19
n01608432/n01608432_13643.JPEG	kite	3.75415184501496e-17	6.103794828084738e-18
n01608432/n01608432_13651.JPEG	kite	2.1119909964405095e-10	1.6194912404615144e-10
n01608432/n01608432_13734.JPEG	kite	8.308070903850266e-14	1.9202808332777958e-14
n01608432/n01608432_13780.JPEG	kite	7.362448396071486e-19	1.2046359678895328e-20
n01608432/n01608432_13925.JPEG	kite	1.3106884566928297e-15	3.3700801061598834e-16
n01608432/n01608432_13979.JPEG	kite	4.896718673746512e-13	3.0337645495423504e-13
n01608432/n01608432_14133.JPEG	kite	9.497883055522856e-17	2.787214029684862e-17
n01608432/n01608432_14196.JPEG	kite	4.111253464557983e-14	2.5939448077342038e-15
n01608432/n01608432_14244.JPEG	kite	1.6890348639551096e-13	1.6865068777544087e-12
n01608432/n01608432_14518.JPEG	kite	7.196081164043114e-14	5.190605101463022e-14
n01608432/n01608432_14812.JPEG	kite	2.0700098159678627e-11	6.205484412531863e-12
n01608432/n01608432_15116.JPEG	kite	1.078875618481016e-17	1.4028160167116557e-19
n01608432/n01608432_15215.JPEG	kite	3.958885750512069e-13	1.2614748364822058e-15
n01608432/n01608432_15887.JPEG	kite	2.3690063056201567e-11	1.8515701666178457e-11
n01608432/n01608432_15933.JPEG	kite	1.6814419726532862e-19	3.2679276088469754e-20
n01608432/n01608432_16393.JPEG	kite	2.4991800159540236e-20	4.5298226423851796e-21
n01608432/n01608432_16447.JPEG	kite	1.5214388898761565e-12	1.93583296013146e-12
n01608432/n01608432_16509.JPEG	kite	1.8653219781419927e-27	3.262491540308017e-37
n01608432/n01608432_17109.JPEG	kite	1.2336853285371464e-14	1.1639719181798232e-14
n01608432/n01608432_19675.JPEG	kite	3.217221920768612e-12	1.7387252293967451e-12
n01608432/n01608432_19685.JPEG	kite	3.0645946502199076e-19	2.091750580235106e-20
n01608432/n01608432_20233.JPEG	kite	2.1846963905605936e-16	6.064690650286325e-17
n01608432/n01608432_2041.JPEG	kite	1.3615551940428788e-13	2.0967199817585758e-14
n01608432/n01608432_2074.JPEG	kite	1.0128016341926194e-11	9.002284809487073e-13
n01608432/n01608432_2093.JPEG	kite	4.956491440505444e-20	4.356527230133343e-21
n01608432/n01608432_2122.JPEG	kite	1.1484506195457645e-17	5.46500775093947e-20
n01608432/n01608432_21372.JPEG	kite	5.188123358513242e-18	4.00414751110151e-18
n01608432/n01608432_2200.JPEG	kite	3.400456039279502e-11	1.3970414107433709e-11
n01608432/n01608432_23820.JPEG	kite	1.3104159135112861e-14	1.027389352476438e-15
n01608432/n01608432_27051.JPEG	kite	7.148236417006359e-13	1.0842660044942768e-13
n01608432/n01608432_27638.JPEG	kite	7.750075840892635e-17	3.3451615561325086e-18
n01608432/n01608432_28168.JPEG	kite	1.9963632134677677e-11	2.1335552925178556e-11
n01608432/n01608432_2834.JPEG	kite	7.494790832271081e-12	8.948844433522046e-13
n01608432/n01608432_29198.JPEG	kite	8.076438400667681e-16	9.702829487620106e-17
n01608432/n01608432_3145.JPEG	kite	4.611078417839806e-14	8.318098040613636e-15
n01608432/n01608432_3198.JPEG	kite	1.1920605041256165e-15	1.1565686910348826e-15
n01608432/n01608432_3261.JPEG	kite	1.3647641094564017e-22	4.805887188890354e-22
n01608432/n01608432_32734.JPEG	kite	4.98995088134922e-12	3.994356790382697e-12
n01608432/n01608432_3401.JPEG	kite	1.7636270490711325e-17	1.537201653013366e-18
n01608432/n01608432_34344.JPEG	kite	9.250738860296229e-13	2.076076475467647e-12
n01608432/n01608432_36313.JPEG	kite	2.1746761813445124e-15	7.072306612475657e-15
n01608432/n01608432_3655.JPEG	kite	1.433256287484182e-13	3.579279812804419e-14
n01608432/n01608432_3663.JPEG	kite	1.4673128935546087e-12	2.1730086973600877e-13
n01608432/n01608432_37033.JPEG	kite	7.821729623740523e-17	7.239031289700108e-18
n01608432/n01608432_38182.JPEG	kite	2.3861357442972e-17	8.443414811198363e-18
n01608432/n01608432_3904.JPEG	kite	1.5124977494737565e-10	1.9235425905974902e-11
n01608432/n01608432_41227.JPEG	kite	1.2471813270657805e-14	8.223890909759404e-15
n01608432/n01608432_4151.JPEG	kite	1.1300104009933837e-15	1.4944394992246548e-15
n01608432/n01608432_42145.JPEG	kite	2.339880583834681e-13	1.0681907059522457e-14
n01608432/n01608432_4329.JPEG	kite	3.4119986398187754e-09	8.974646661495614e-10
n01608432/n01608432_43495.JPEG	kite	1.746568597451773e-13	6.178504432524935e-13
n01608432/n01608432_4353.JPEG	kite	1.2259126867307875e-13	7.715946575365817e-14
n01608432/n01608432_43659.JPEG	kite	1.2010103694984528e-12	1.8829809316925877e-12
n01608432/n01608432_43683.JPEG	kite	1.5877415630433808e-14	3.3121170865938323e-15
n01608432/n01608432_4471.JPEG	kite	3.4473100094189726e-17	6.727902527400972e-18
n01608432/n01608432_44751.JPEG	kite	6.099794526869926e-17	9.318162363014411e-17
n01608432/n01608432_45955.JPEG	kite	1.8449323073632804e-09	1.4338178578465084e-09
n01608432/n01608432_4635.JPEG	kite	2.153014031624801e-12	8.585639154322634e-13
n01608432/n01608432_5522.JPEG	kite	6.229628640268149e-17	6.0950910524817545e-19
n01608432/n01608432_5576.JPEG	kite	2.1805041479023645e-16	1.4502762353463816e-16
n01608432/n01608432_56.JPEG	kite	7.85306879946388e-15	2.485302871884871e-15
n01608432/n01608432_5808.JPEG	kite	3.964662984180086e-13	7.101434928094958e-14
n01608432/n01608432_612.JPEG	kite	1.8992284825782837e-13	9.047322909317425e-14
n01608432/n01608432_6222.JPEG	kite	6.677880503066127e-16	4.177695684367693e-16
n01608432/n01608432_6244.JPEG	kite	1.9430218397647686e-12	8.083789450418644e-13
n01608432/n01608432_6266.JPEG	kite	4.316006670913751e-11	4.079178774495962e-12
n01608432/n01608432_666.JPEG	kite	7.534313172916567e-16	6.575314850089975e-16
n01608432/n01608432_6959.JPEG	kite	9.283845234240769e-13	3.787028205170622e-14
n01608432/n01608432_6969.JPEG	kite	1.2785704882829331e-17	2.51511648601708e-17
n01608432/n01608432_7165.JPEG	kite	1.9772435007565315e-13	3.285078846837128e-15
n01608432/n01608432_7391.JPEG	kite	5.844207926386654e-10	2.853698480031538e-10
n01608432/n01608432_740.JPEG	kite	3.305240765121533e-13	1.0123419897896789e-13
n01608432/n01608432_7734.JPEG	kite	1.9269584083075981e-16	1.8824759375202167e-16
n01608432/n01608432_7762.JPEG	kite	9.945166308270225e-13	3.9087491783087273e-13
n01608432/n01608432_7779.JPEG	kite	2.6647233034320263e-12	6.217864839997808e-13
n01608432/n01608432_7905.JPEG	kite	5.243451148726458e-15	6.517833380673694e-15
n01608432/n01608432_7915.JPEG	kite	1.8578741335044286e-15	1.65630722574357e-16
n01608432/n01608432_856.JPEG	kite	1.5148401821038595e-10	3.974756799308728e-10
n01608432/n01608432_8820.JPEG	kite	7.841415993483966e-12	3.8656599055638865e-12
n01608432/n01608432_9169.JPEG	kite	1.7904168499672262e-11	4.317813276423122e-12
n01608432/n01608432_9255.JPEG	kite	1.0436133179031597e-11	4.63873712795258e-12
n01608432/n01608432_9299.JPEG	kite	3.905802768024329e-17	3.1945320260062744e-17
n01608432/n01608432_9362.JPEG	kite	7.475499225729552e-19	3.895900520177287e-19
n01608432/n01608432_9448.JPEG	kite	3.060467768470233e-15	4.370435752851813e-16
n01608432/n01608432_9455.JPEG	kite	2.845163336203571e-16	3.0695592146987916e-16
n01608432/n01608432_9687.JPEG	kite	1.399702050895691e-17	1.336343898677962e-17
n01608432/n01608432_9778.JPEG	kite	3.164128938254561e-19	6.521392262977955e-20
n01622779/n01622779_1037.JPEG	great_grey_owl	1.210386994301241e-17	1.5581756245718021e-18
n01622779/n01622779_10589.JPEG	great_grey_owl	9.46236609226236e-15	3.2349385029867764e-15
n01622779/n01622779_1061.JPEG	great_grey_owl	1.3411286041612811e-17	7.708836832764393e-18
n01622779/n01622779_1082.JPEG	great_grey_owl	5.894550442932019e-14	4.981701591851208e-15
n01622779/n01622779_10844.JPEG	great_grey_owl	8.432604513110732e-15	6.622799139505429e-19
n01622779/n01622779_10971.JPEG	great_grey_owl	1.1459051938316048e-13	1.6828310561427297e-13
